Protein A,Protein B,GO similarity under BP term,GO similarity under MF term,GO similarity under CC term,Combined Score
YAR007C,YBR089C-A,0.549,0.673,0.548,692.0
YAR007C,YBR127C,0.058,0.028,0.063,
YAR007C,YBR136W,0.308,0.067,0.438,998.0
YAR007C,YBR196C,0.31,0.133,0.438,
YAR007C,YCR012W,0.154,0.067,0.438,497.0
YAR007C,YDL007W,0.062,0.055,0.258,197.0
YAR007C,YDL029W,0.051,0.191,0.449,294.0
YAR007C,YDR034C,0.165,0.673,0.548,
YAR007C,YDR097C,0.054,0.673,0.548,974.0
YAR007C,YDR190C,0.077,0.03,0.667,546.0
YAR007C,YER078C,0.366,0.063,0.344,161.0
YAR007C,YER095W,0.853,0.771,0.914,997.0
YAR007C,YFL037W,0.062,0.409,0.464,283.0
YAR007C,YFL039C,0.086,0.047,0.484,311.0
YAR007C,YGL048C,0.392,0.238,0.306,169.0
YAR007C,YGL206C,0.062,0.172,0.351,
YAR007C,YHR164C,0.623,0.032,0.73,998.0
YAR007C,YIR002C,0.672,0.133,0.548,985.0
YAR007C,YJL034W,0.087,0.191,0.421,187.0
YAR007C,YJL088W,0.382,0.073,0.253,
YAR007C,YJL130C,0.308,0.409,0.306,
YAR007C,YJL173C,0.689,1.0,1.0,999.0
YAR007C,YKL152C,0.248,0.172,0.433,
YAR007C,YLR304C,0.129,0.073,0.253,
YAR007C,YLR347C,0.042,0.125,0.46,742.0
YAR007C,YML032C,0.63,0.133,0.914,999.0
YAR007C,YML085C,0.08,0.055,0.306,
YAR007C,YML124C,0.035,0.235,0.42,
YAR007C,YMR116C,0.046,0.133,0.306,163.0
YAR007C,YMR214W,0.5,0.238,0.421,
YAR007C,YMR234W,0.793,0.087,0.548,729.0
YAR007C,YNL312W,0.672,1.0,0.518,999.0
YAR007C,YOL090W,0.689,0.409,0.548,881.0
YAR007C,YPL240C,0.29,0.238,0.306,183.0
YAR008W,YBL051C,0.066,0.058,0.365,161.0
YAR008W,YJR091C,0.459,0.042,0.359,
YAR008W,YLR105C,0.614,1.0,1.0,999.0
YAR008W,YMR059W,1.0,1.0,0.111,999.0
YAR008W,YPL083C,0.879,1.0,0.501,999.0
YAR014C,YBR186W,0.086,0.082,0.611,272.0
YAR014C,YCL028W,0.058,0.323,1.0,238.0
YAR014C,YCL031C,0.035,0.323,0.611,255.0
YAR014C,YDL070W,0.347,0.079,1.0,333.0
YAR014C,YDL240W,0.145,0.267,0.74,334.0
YAR014C,YDR010C,0.0,0.0,0.0,229.0
YAR014C,YDR085C,0.122,0.146,0.263,548.0
YAR014C,YDR100W,0.028,0.323,0.117,242.0
YAR014C,YDR107C,0.025,0.323,0.74,229.0
YAR014C,YDR122W,0.192,0.047,0.305,669.0
YAR014C,YDR195W,0.411,0.111,1.0,743.0
YAR014C,YDR259C,1.0,0.097,1.0,270.0
YAR014C,YDR277C,0.16,0.323,0.218,229.0
YAR014C,YDR480W,0.708,0.146,1.0,229.0
YAR014C,YER032W,0.386,0.323,0.276,233.0
YAR014C,YER054C,0.188,0.842,0.342,644.0
YAR014C,YER115C,0.051,0.323,0.74,229.0
YAR014C,YER133W,0.069,0.181,0.431,979.0
YAR014C,YER155C,0.128,0.234,0.74,814.0
YAR014C,YER158C,0.058,0.323,0.218,229.0
YAR014C,YER167W,0.042,0.323,1.0,367.0
YAR014C,YFL059W,0.347,0.105,0.218,229.0
YAR014C,YFR040W,0.042,0.323,0.506,281.0
YAR014C,YGL237C,1.0,0.181,0.622,235.0
YAR014C,YGR037C,0.056,0.105,0.506,242.0
YAR014C,YGR225W,0.061,0.407,0.572,301.0
YAR014C,YGR285C,0.239,0.146,0.74,659.0
YAR014C,YHL048W,0.058,0.323,0.657,229.0
YAR014C,YHR064C,0.381,0.11,0.506,692.0
YAR014C,YIL045W,0.421,1.0,0.506,359.0
YAR014C,YIL144W,0.069,0.181,0.431,311.0
YAR014C,YJL042W,0.083,0.181,0.399,243.0
YAR014C,YJL187C,0.069,0.122,1.0,519.0
YAR014C,YJR115W,0.058,0.323,0.218,229.0
YAR014C,YKR075C,0.058,0.323,0.506,229.0
YAR014C,YLR096W,0.05,0.146,0.166,727.0
YAR014C,YLR098C,0.683,0.097,1.0,331.0
YAR014C,YLR108C,0.058,0.323,1.0,229.0
YAR014C,YLR245C,0.48,0.111,0.506,229.0
YAR014C,YLR273C,0.261,1.0,0.342,429.0
YAR014C,YLR430W,0.368,0.082,1.0,261.0
YAR014C,YML052W,0.041,0.323,0.74,229.0
YAR014C,YMR018W,0.058,0.323,0.218,229.0
YAR014C,YMR026C,0.033,0.146,0.686,245.0
YAR014C,YMR071C,0.028,0.323,0.117,450.0
YAR014C,YMR104C,0.066,0.047,1.0,275.0
YAR014C,YMR116C,0.021,0.181,0.506,717.0
YAR014C,YMR258C,0.018,0.267,1.0,236.0
YAR014C,YNL025C,0.284,0.105,1.0,332.0
YAR014C,YNL044W,0.021,0.323,0.704,276.0
YAR014C,YNL206C,0.195,0.146,1.0,229.0
YAR014C,YNL229C,0.118,0.117,0.506,334.0
YAR014C,YNL333W,0.106,0.234,0.218,450.0
YAR014C,YOL033W,0.419,0.181,0.74,240.0
YAR014C,YOL154W,0.173,0.105,0.241,163.0
YAR014C,YOR047C,0.16,0.226,1.0,237.0
YAR014C,YOR062C,0.058,0.323,0.506,229.0
YAR014C,YOR178C,0.045,0.146,0.342,673.0
YAR014C,YOR229W,1.0,0.181,0.413,293.0
YAR014C,YOR284W,0.058,0.323,0.506,229.0
YAR014C,YOR329C,0.033,0.092,0.33,511.0
YAR014C,YOR355W,0.1,0.323,0.74,266.0
YAR014C,YOR358W,1.0,0.111,0.622,234.0
YAR014C,YPL049C,0.101,0.111,1.0,229.0
YAR014C,YPL204W,0.051,0.084,0.417,221.0
YAR018C,YBL106C,0.151,0.251,0.308,454.0
YAR018C,YDL239C,0.582,0.251,0.151,
YAR018C,YDR216W,0.049,0.247,0.218,166.0
YAR018C,YGL181W,0.069,0.109,0.218,187.0
YAR018C,YGR032W,0.39,0.076,0.12,420.0
YAR018C,YGR285C,0.193,0.289,0.173,637.0
YAR018C,YHR064C,0.14,1.0,0.314,633.0
YAR018C,YIL061C,0.138,0.513,0.159,227.0
YAR018C,YIL070C,0.431,0.251,0.132,165.0
YAR018C,YJL098W,0.722,0.251,0.173,165.0
YAR018C,YLR342W,0.458,0.076,0.112,165.0
YAR018C,YML006C,0.41,0.251,0.314,165.0
YAR018C,YML064C,0.722,1.0,0.151,253.0
YAR018C,YMR116C,0.221,0.154,0.314,626.0
YAR018C,YNL077W,0.154,0.289,0.173,258.0
YAR018C,YOL054W,0.108,0.247,0.218,179.0
YAR018C,YOL083W,0.256,0.262,0.167,165.0
YAR018C,YOR167C,0.063,0.154,0.156,161.0
YAR018C,YPL093W,0.111,0.477,0.124,225.0
YAR019C,YBR118W,0.126,0.067,1.0,163.0
YAR019C,YDL047W,0.722,0.314,1.0,331.0
YAR019C,YDL126C,0.1,0.039,0.349,220.0
YAR019C,YDL185W,0.156,0.314,0.355,
YAR019C,YDR099W,0.138,0.113,0.506,372.0
YAR019C,YER110C,0.268,0.113,0.289,
YAR019C,YGR092W,0.138,0.89,0.373,999.0
YAR019C,YHL007C,0.138,0.039,0.506,782.0
YAR019C,YHR030C,0.246,0.088,0.396,534.0
YAR019C,YHR169W,0.083,0.088,0.506,420.0
YAR019C,YJR045C,0.188,0.088,0.599,197.0
YAR019C,YML064C,1.0,0.088,0.373,999.0
YAR019C,YMR205C,0.293,0.641,0.599,200.0
YAR019C,YNL223W,0.21,0.254,0.506,178.0
YAR023C,YDL217C,0.383,0.283,0.112,724.0
YAR023C,YHL048W,1.0,1.0,0.137,
YAR027W,YAR028W,1.0,1.0,0.166,829.0
YAR027W,YAR030C,0.0,0.0,0.0,693.0
YAR027W,YBR106W,0.219,1.0,0.166,
YAR027W,YBR135W,0.076,0.323,0.371,591.0
YAR027W,YBR159W,0.086,0.323,0.445,
YAR027W,YCL073C,0.217,0.283,0.117,192.0
YAR027W,YDL198C,0.217,0.163,0.74,
YAR027W,YDR406W,0.383,0.13,0.117,
YAR027W,YEL041W,0.098,0.242,0.218,
YAR027W,YEL063C,0.148,0.149,0.102,
YAR027W,YGL129C,0.086,0.1,0.74,
YAR027W,YGR014W,0.118,0.267,0.166,
YAR027W,YGR060W,0.203,0.477,0.117,
YAR027W,YGR284C,0.15,0.282,0.117,
YAR027W,YHR048W,0.274,0.283,0.166,
YAR027W,YIL004C,0.15,0.383,0.117,
YAR027W,YIL016W,0.185,0.383,1.0,
YAR027W,YIL111W,0.111,0.158,0.388,
YAR027W,YIR033W,0.033,1.0,0.117,
YAR027W,YJL002C,0.091,0.255,0.397,152.0
YAR027W,YJL093C,0.274,0.151,0.166,
YAR027W,YJR040W,0.217,0.11,0.704,
YAR027W,YKL196C,0.643,0.477,0.337,157.0
YAR027W,YKR105C,0.217,1.0,0.117,
YAR027W,YLR018C,0.111,0.477,0.117,
YAR027W,YLR214W,0.329,0.283,0.117,
YAR027W,YML038C,0.383,0.166,0.499,
YAR027W,YMR149W,0.095,0.477,0.704,
YAR027W,YMR264W,0.11,0.323,0.74,
YAR027W,YMR279C,0.383,0.193,0.117,
YAR027W,YNL125C,0.383,0.182,0.74,
YAR027W,YOL030W,0.152,0.323,0.117,
YAR027W,YOL156W,0.383,0.477,0.166,
YAR027W,YOR273C,0.383,0.283,0.166,161.0
YAR027W,YPL094C,0.211,0.383,0.166,
YAR027W,YPR128C,0.076,0.163,0.117,
YAR028W,YBR159W,0.086,0.323,0.205,
YAR028W,YDR331W,0.067,0.283,0.205,
YAR028W,YGL104C,0.091,0.318,0.136,
YAR028W,YGR055W,0.12,0.097,0.549,
YAR028W,YHR026W,0.383,0.209,1.0,
YAR028W,YJL219W,0.214,0.201,0.549,161.0
YAR028W,YML067C,0.211,1.0,0.125,
YAR028W,YML129C,0.109,1.0,0.136,
YAR028W,YPL264C,1.0,1.0,0.549,
YAR028W,YPR128C,0.076,0.163,0.549,165.0
YAR030C,YJR091C,0.0,0.0,0.0,
YAR031W,YBR069C,0.437,0.182,0.529,
YAR031W,YBR217W,0.101,0.323,0.425,221.0
YAR031W,YCL025C,1.0,0.182,1.0,
YAR031W,YCR030C,0.106,0.477,0.362,307.0
YAR031W,YDL054C,1.0,0.643,0.327,
YAR031W,YHR110W,0.842,1.0,0.327,
YAR031W,YJR015W,0.383,1.0,0.425,
YAR031W,YJR091C,0.049,0.235,0.232,
YAR031W,YLL028W,0.416,0.2,1.0,
YAR033W,YGL051W,0.598,1.0,0.125,997.0
YAR033W,YGR260W,0.37,0.152,0.306,
YAR033W,YHL048W,0.211,1.0,0.109,
YAR033W,YKL174C,0.499,0.282,1.0,636.0
YAR033W,YLL028W,0.384,0.2,0.529,
YAR033W,YPL076W,0.023,0.477,0.549,
YAR033W,YPR198W,0.598,0.318,1.0,
YAR035W,YDR328C,0.156,0.047,0.364,253.0
YAR035W,YGR069W,0.0,0.0,0.0,184.0
YAR035W,YLR295C,0.211,0.05,0.763,
YAR035W,YLR381W,0.194,0.183,0.474,161.0
YAR035W,YLR447C,0.162,0.049,0.503,
YAR042W,YER120W,0.032,0.575,0.276,996.0
YAR042W,YGR192C,0.156,0.262,0.305,584.0
YAR042W,YLR191W,0.23,0.419,0.109,229.0
YAR042W,YLR397C,0.133,0.148,0.365,701.0
YAR042W,YMR047C,1.0,0.262,1.0,240.0
YAR047C,YJR063W,0.0,0.0,0.0,163.0
YAR064W,YBR109C,0.21,0.283,0.155,292.0
YAR064W,YGL070C,0.084,0.255,0.117,161.0
YAR066W,YDR074W,0.189,0.234,0.173,307.0
YAR066W,YLR145W,0.105,0.235,0.218,163.0
YAR066W,YMR047C,0.383,0.477,0.218,
YAR066W,YPR086W,0.183,0.182,0.383,
YAR068W,YMR032W,0.256,0.383,0.105,188.0
YAR069C,YPL215W,0.0,0.0,0.0,163.0
YAR071W,YLR453C,0.148,0.063,0.166,
YAR073W,YDL213C,0.0,0.0,0.0,179.0
YAR073W,YLR383W,0.0,0.0,0.0,384.0
YAR073W,YOL115W,0.0,0.0,0.0,175.0
YBL001C,YDR510W,0.159,0.643,0.306,183.0
YBL001C,YER067W,0.186,1.0,0.425,188.0
YBL001C,YNL189W,0.082,0.383,0.506,
YBL001C,YPL068C,1.0,1.0,0.506,161.0
YBL002W,YBR114W,0.07,0.878,0.34,302.0
YBL002W,YBR245C,0.52,0.513,0.467,912.0
YBL002W,YCR040W,0.037,1.0,0.345,
YBL002W,YDL213C,0.133,0.75,0.345,157.0
YBL002W,YDR121W,0.085,0.733,0.533,805.0
YBL002W,YDR496C,0.123,0.535,0.506,601.0
YBL002W,YER142C,0.087,0.069,0.345,
YBL002W,YGL241W,0.04,0.171,0.345,877.0
YBL002W,YGR054W,0.101,0.589,0.486,169.0
YBL002W,YGR067C,0.255,0.25,0.345,275.0
YBL002W,YHR197W,0.09,0.367,0.387,255.0
YBL002W,YIL035C,0.096,0.078,0.46,314.0
YBL002W,YIL126W,0.073,0.513,0.345,765.0
YBL002W,YJL020C,0.409,0.216,0.395,
YBL002W,YJR090C,0.096,0.133,0.345,161.0
YBL002W,YKR001C,0.503,0.243,0.321,628.0
YBL002W,YKR048C,0.41,0.298,0.345,906.0
YBL002W,YLR074C,0.091,0.19,0.321,
YBL002W,YMR036C,0.118,0.076,0.322,150.0
YBL002W,YMR091C,0.779,0.06,0.345,766.0
YBL002W,YNL068C,0.161,1.0,0.46,275.0
YBL002W,YNL157W,0.063,0.163,0.322,
YBL002W,YNL262W,0.099,1.0,0.647,733.0
YBL002W,YOL006C,0.106,0.111,0.345,964.0
YBL002W,YOL054W,0.07,0.25,0.345,712.0
YBL002W,YOL087C,0.255,0.25,0.322,153.0
YBL002W,YOL108C,0.039,0.087,0.345,150.0
YBL002W,YOR116C,0.07,0.19,0.345,723.0
YBL002W,YOR207C,0.07,0.474,0.345,912.0
YBL002W,YOR304W,0.779,0.163,0.345,843.0
YBL002W,YPL082C,0.039,0.076,0.345,728.0
YBL002W,YPR010C,0.07,0.474,0.44,838.0
YBL002W,YPR175W,0.09,0.084,0.345,791.0
YBL002W,YPR190C,0.07,0.084,0.345,803.0
YBL003C,YBR017C,0.31,0.216,0.245,206.0
YBL003C,YCR057C,0.195,0.659,0.237,665.0
YBL003C,YDL188C,0.131,0.25,0.695,
YBL003C,YOL004W,0.061,0.111,0.435,626.0
YBL003C,YOL054W,0.07,0.25,0.435,750.0
YBL003C,YPL153C,0.082,0.078,0.435,528.0
YBL004W,YBL038W,0.213,0.673,0.49,591.0
YBL004W,YBR143C,0.187,0.469,0.278,666.0
YBL004W,YBR247C,0.805,0.673,0.331,999.0
YBL004W,YBR251W,0.254,0.133,0.49,640.0
YBL004W,YCL059C,0.251,0.235,0.248,999.0
YBL004W,YCR057C,0.069,0.673,0.248,999.0
YBL004W,YDL213C,0.693,0.785,0.611,999.0
YBL004W,YDR060W,0.137,1.0,0.248,999.0
YBL004W,YDR280W,0.693,0.785,0.245,973.0
YBL004W,YER082C,0.734,0.235,1.0,999.0
YBL004W,YER100W,0.151,0.191,0.424,165.0
YBL004W,YGR090W,0.693,0.785,0.248,999.0
YBL004W,YGR220C,0.254,0.133,0.49,658.0
YBL004W,YHR089C,0.693,0.587,1.0,660.0
YBL004W,YJL095W,0.031,0.191,0.167,225.0
YBL004W,YKR086W,0.484,0.133,0.611,444.0
YBL004W,YLR074C,0.104,0.142,0.471,353.0
YBL004W,YNL030W,0.215,0.589,0.628,
YBL004W,YNL110C,0.083,0.409,0.248,871.0
YBL004W,YNL284C,0.254,0.133,0.522,607.0
YBL004W,YOL139C,0.296,0.587,0.611,468.0
YBL004W,YPL043W,0.693,0.785,0.611,922.0
YBL004W,YPR137W,0.693,0.673,0.248,999.0
YBL005W,YBR200W,0.177,0.216,0.554,255.0
YBL005W,YCR009C,0.04,0.367,0.506,229.0
YBL005W,YCR088W,0.113,0.209,0.386,236.0
YBL005W,YDR176W,0.107,0.065,1.0,292.0
YBL005W,YDR388W,0.04,0.367,0.33,229.0
YBL005W-B,YMR032W,0.182,0.214,0.371,
YBL006C,YDR489W,0.07,0.199,0.655,161.0
YBL007C,YBL037W,0.437,0.318,0.187,539.0
YBL007C,YBL047C,0.046,0.494,0.51,960.0
YBL007C,YBL088C,0.09,0.186,0.206,261.0
YBL007C,YBL105C,0.051,0.291,0.34,664.0
YBL007C,YBR059C,0.046,0.102,0.345,777.0
YBL007C,YBR098W,0.056,0.267,0.243,257.0
YBL007C,YBR108W,0.058,0.318,0.116,877.0
YBL007C,YBR136W,0.046,0.102,0.224,249.0
YBL007C,YBR150C,0.025,0.238,0.162,317.0
YBL007C,YBR205W,0.042,0.113,0.153,229.0
YBL007C,YBR250W,0.058,0.318,0.243,229.0
YBL007C,YCL008C,0.058,0.494,0.34,402.0
YBL007C,YCL031C,0.046,0.318,0.167,229.0
YBL007C,YCL034W,1.0,0.318,0.262,879.0
YBL007C,YCL045C,0.061,0.318,0.209,243.0
YBL007C,YCR030C,0.078,0.186,1.0,916.0
YBL007C,YCR088W,0.021,0.411,0.262,995.0
YBL007C,YCR095C,0.283,0.318,0.34,
YBL007C,YCR100C,0.283,0.318,0.132,253.0
YBL007C,YDL002C,0.046,0.215,0.243,332.0
YBL007C,YDL028C,0.046,0.262,0.121,245.0
YBL007C,YDL091C,0.04,0.318,0.097,
YBL007C,YDL117W,0.115,0.236,0.51,378.0
YBL007C,YDL139C,0.057,0.582,0.243,306.0
YBL007C,YDL146W,1.0,0.318,0.34,766.0
YBL007C,YDL203C,0.044,0.318,0.224,247.0
YBL007C,YDL206W,0.283,0.318,0.132,229.0
YBL007C,YDR172W,0.034,0.118,0.193,892.0
YBL007C,YDR271C,0.0,0.0,0.0,229.0
YBL007C,YDR277C,0.066,0.318,0.243,234.0
YBL007C,YDR382W,0.02,0.186,0.425,342.0
YBL007C,YDR388W,0.06,0.419,0.155,976.0
YBL007C,YDR423C,0.089,0.238,0.243,280.0
YBL007C,YDR520C,0.031,0.291,0.243,299.0
YBL007C,YEL068C,0.283,0.318,0.243,
YBL007C,YER014W,0.036,0.102,0.224,
YBL007C,YER025W,0.043,0.118,0.235,
YBL007C,YER027C,0.03,0.086,0.34,413.0
YBL007C,YER110C,0.043,0.153,0.144,238.0
YBL007C,YER118C,0.058,0.471,0.362,355.0
YBL007C,YER133W,0.115,0.186,0.121,776.0
YBL007C,YER151C,0.049,0.215,0.34,385.0
YBL007C,YFL010C,0.079,0.318,0.34,238.0
YBL007C,YFR013W,0.079,0.091,0.243,236.0
YBL007C,YFR024C-A,0.284,0.318,0.34,999.0
YBL007C,YGL035C,0.017,0.131,0.243,324.0
YBL007C,YGL104C,0.2,0.136,0.224,266.0
YBL007C,YGL181W,0.025,0.126,0.243,835.0
YBL007C,YGL201C,0.042,0.262,0.243,238.0
YBL007C,YGL215W,0.022,0.13,0.247,229.0
YBL007C,YGL237C,0.025,0.186,0.182,291.0
YBL007C,YGL238W,0.218,0.113,0.243,242.0
YBL007C,YGR166W,0.47,0.153,0.167,163.0
YBL007C,YGR227W,0.042,0.1,0.159,288.0
YBL007C,YGR240C,0.066,0.118,0.34,285.0
YBL007C,YGR268C,0.283,0.318,0.34,851.0
YBL007C,YHL002W,0.2,0.494,0.209,426.0
YBL007C,YHL016C,0.342,0.106,0.132,253.0
YBL007C,YHR016C,0.061,0.411,0.34,981.0
YBL007C,YHR114W,1.0,0.186,0.34,969.0
YBL007C,YIL076W,0.265,0.318,0.17,320.0
YBL007C,YIL095W,0.061,0.093,0.34,975.0
YBL007C,YIL144W,0.115,0.186,0.121,238.0
YBL007C,YIL156W,0.049,0.186,0.34,527.0
YBL007C,YIL173W,0.729,0.262,0.132,257.0
YBL007C,YIR003W,0.197,0.318,0.225,772.0
YBL007C,YIR006C,0.045,1.0,0.155,998.0
YBL007C,YIR033W,0.013,0.318,0.132,298.0
YBL007C,YJL004C,0.248,0.318,0.17,229.0
YBL007C,YJL020C,0.069,0.43,0.155,965.0
YBL007C,YJL145W,0.281,0.113,0.284,245.0
YBL007C,YJL151C,0.337,0.43,0.175,483.0
YBL007C,YJL201W,0.098,0.318,0.34,994.0
YBL007C,YJR113C,0.049,0.186,0.224,178.0
YBL007C,YJR115W,0.283,0.318,0.243,229.0
YBL007C,YKL054C,0.09,0.318,0.206,590.0
YBL007C,YKL074C,0.049,0.267,0.191,229.0
YBL007C,YKR022C,0.049,0.318,0.207,229.0
YBL007C,YKR030W,0.729,0.318,0.149,229.0
YBL007C,YKR095W,0.203,0.215,0.144,247.0
YBL007C,YLL005C,0.031,0.318,0.132,235.0
YBL007C,YLL018C,0.032,0.1,0.243,244.0
YBL007C,YLR064W,0.437,0.318,0.132,450.0
YBL007C,YLR078C,0.426,0.582,0.159,237.0
YBL007C,YLR088W,0.028,0.153,0.132,229.0
YBL007C,YLR095C,0.034,0.46,0.243,260.0
YBL007C,YLR106C,0.039,0.262,0.224,242.0
YBL007C,YLR144C,0.069,0.1,0.425,308.0
YBL007C,YLR150W,0.05,0.267,0.34,642.0
YBL007C,YLR191W,0.16,1.0,0.125,
YBL007C,YLR206W,0.058,0.582,0.187,888.0
YBL007C,YLR315W,0.115,0.318,0.184,229.0
YBL007C,YLR337C,0.061,0.494,1.0,979.0
YBL007C,YLR363W-A,0.283,0.318,0.243,262.0
YBL007C,YLR430W,0.042,0.091,0.243,249.0
YBL007C,YML075C,0.031,0.13,0.188,301.0
YBL007C,YML097C,0.155,0.236,0.34,361.0
YBL007C,YML109W,0.196,0.318,0.34,313.0
YBL007C,YML116W,0.311,0.136,0.132,234.0
YBL007C,YMR109W,0.284,0.091,0.155,957.0
YBL007C,YMR147W,0.283,0.318,0.243,229.0
YBL007C,YMR192W,0.292,0.709,0.34,
YBL007C,YMR253C,0.283,0.318,0.187,242.0
YBL007C,YMR313C,0.037,0.102,0.243,229.0
YBL007C,YNL020C,0.061,0.093,1.0,924.0
YBL007C,YNL084C,0.061,1.0,0.155,999.0
YBL007C,YNL094W,0.069,0.1,0.225,812.0
YBL007C,YNL106C,0.041,0.084,0.155,938.0
YBL007C,YNL116W,0.115,0.186,0.34,278.0
YBL007C,YNL138W,0.054,0.494,0.155,753.0
YBL007C,YNL144C,0.283,0.318,0.224,358.0
YBL007C,YNL152W,0.115,0.283,0.34,553.0
YBL007C,YNL161W,0.072,0.153,0.425,402.0
YBL007C,YNL176C,0.283,0.318,0.188,388.0
YBL007C,YNL229C,0.112,0.124,0.34,490.0
YBL007C,YNL285W,0.0,0.0,0.0,229.0
YBL007C,YNR041C,0.036,0.13,0.132,248.0
YBL007C,YOL028C,0.018,0.267,0.243,236.0
YBL007C,YOR047C,0.066,0.108,0.243,234.0
YBL007C,YOR109W,0.041,0.077,0.34,756.0
YBL007C,YOR181W,1.0,0.494,1.0,999.0
YBL007C,YOR211C,0.055,0.091,0.17,333.0
YBL007C,YOR284W,0.283,0.318,0.34,229.0
YBL007C,YOR322C,0.58,0.43,0.362,364.0
YBL007C,YOR329C,0.729,0.383,0.155,914.0
YBL007C,YOR388C,0.115,0.113,0.34,293.0
YBL007C,YPL012W,0.04,0.267,0.34,234.0
YBL007C,YPL022W,0.056,0.307,0.243,255.0
YBL007C,YPL027W,0.072,0.318,0.345,229.0
YBL007C,YPL084W,0.049,0.119,0.34,
YBL007C,YPL157W,0.051,0.13,0.243,229.0
YBL007C,YPL246C,0.09,0.186,0.187,278.0
YBL007C,YPL249C,0.426,0.126,0.34,
YBL007C,YPR030W,0.078,0.43,0.243,245.0
YBL007C,YPR048W,0.089,0.203,0.224,295.0
YBL007C,YPR091C,0.283,0.419,0.209,
YBL007C,YPR159W,0.098,0.113,0.132,257.0
YBL007C,YPR171W,0.284,1.0,0.51,959.0
YBL008W,YBR289W,0.274,0.065,0.109,416.0
YBL008W,YCL018W,0.112,0.105,0.123,
YBL008W,YER082C,0.249,0.323,0.069,179.0
YBL008W,YGR180C,0.38,0.105,0.109,
YBL008W,YJL115W,0.146,0.146,0.109,999.0
YBL008W,YJL176C,0.242,0.111,0.319,640.0
YBL008W,YOR038C,1.0,0.111,0.109,999.0
YBL008W,YOR290C,0.338,0.069,0.109,580.0
YBL009W,YDL053C,0.26,0.477,0.218,165.0
YBL009W,YER155C,0.125,0.34,0.173,189.0
YBL009W,YGL127C,0.17,0.159,0.218,
YBL009W,YGR090W,0.184,0.163,0.242,258.0
YBL009W,YHR121W,0.276,0.163,0.218,420.0
YBL009W,YKL203C,0.064,0.489,0.308,165.0
YBL009W,YLR196W,0.184,0.477,0.124,190.0
YBL009W,YOL041C,0.184,0.154,0.124,213.0
YBL009W,YOR017W,0.185,0.477,0.173,440.0
YBL009W,YOR233W,0.06,0.489,0.306,352.0
YBL010C,YKR022C,0.136,1.0,0.688,730.0
YBL013W,YBR160W,0.062,0.272,0.354,214.0
YBL014C,YHL004W,0.407,0.181,0.74,511.0
YBL014C,YJL025W,0.907,0.073,1.0,999.0
YBL014C,YOR158W,0.407,0.181,0.74,183.0
YBL015W,YJR035W,0.32,0.18,0.74,163.0
YBL015W,YJR068W,0.227,0.134,0.381,
YBL015W,YMR059W,0.176,0.254,0.136,163.0
YBL015W,YPR110C,0.067,0.084,0.415,
YBL016W,YBL085W,0.624,0.119,0.276,291.0
YBL016W,YBR083W,0.469,0.109,1.0,975.0
YBL016W,YDL117W,0.722,0.234,0.276,
YBL016W,YDL159W,0.093,0.11,0.243,999.0
YBL016W,YDR103W,0.133,0.076,0.506,999.0
YBL016W,YDR216W,0.049,0.122,1.0,409.0
YBL016W,YDR469W,0.159,0.228,1.0,161.0
YBL016W,YDR480W,0.051,0.146,1.0,998.0
YBL016W,YER075C,0.137,0.185,0.506,993.0
YBL016W,YER114C,0.625,0.119,0.356,224.0
YBL016W,YER167W,0.521,0.323,1.0,226.0
YBL016W,YFR028C,1.0,0.185,0.276,535.0
YBL016W,YGL057C,0.329,0.323,0.74,163.0
YBL016W,YGL158W,0.138,0.11,0.218,513.0
YBL016W,YGL178W,0.063,0.13,0.506,385.0
YBL016W,YGR097W,0.054,0.323,0.506,407.0
YBL016W,YHR005C,0.133,0.122,0.166,998.0
YBL016W,YHR084W,0.1,0.111,1.0,999.0
YBL016W,YHR168W,0.14,0.047,0.166,161.0
YBL016W,YIL169C,0.392,0.323,0.218,210.0
YBL016W,YJL076W,0.301,0.087,0.611,357.0
YBL016W,YLR342W,0.458,0.303,0.33,301.0
YBL016W,YLR362W,0.206,0.11,0.506,991.0
YBL016W,YML117W,0.329,0.13,0.506,246.0
YBL016W,YMR295C,0.329,0.323,0.243,165.0
YBL016W,YNL053W,0.138,0.407,0.506,999.0
YBL016W,YOL130W,0.253,0.087,0.305,199.0
YBL016W,YOR119C,1.0,0.11,0.506,199.0
YBL016W,YPL049C,0.213,0.111,1.0,998.0
YBL016W,YPR115W,1.0,0.323,0.506,187.0
YBL017C,YDR432W,0.055,0.513,0.463,606.0
YBL017C,YLR310C,0.046,0.154,0.275,307.0
YBL017C,YMR197C,0.316,0.289,1.0,675.0
YBL017C,YOR181W,0.729,0.247,0.15,229.0
YBL017C,YPL049C,0.046,0.513,0.463,698.0
YBL018C,YBR167C,1.0,0.538,0.442,999.0
YBL018C,YHR041C,0.292,0.214,0.246,506.0
YBL019W,YEL009C,0.127,0.159,1.0,231.0
YBL020W,YPR086W,0.087,0.182,0.085,
YBL021C,YBL075C,0.044,0.557,0.506,
YBL021C,YCL018W,0.265,0.105,0.413,
YBL021C,YDL185W,0.046,0.181,0.412,
YBL021C,YDR502C,0.225,0.122,0.218,
YBL021C,YER103W,0.076,0.247,1.0,184.0
YBL021C,YGL237C,0.728,0.181,0.622,999.0
YBL021C,YHL006C,0.444,0.323,1.0,177.0
