Protein,I_score,Oscore
YMR177W,11,6.06442E-05
YKL077W,5,2.75655E-05
YPL236C,7,3.85917E-05
YIL043C,6,3.30786E-05
YJR041C,8,4.41048E-05
YNL094W,7,3.85917E-05
YKL201C,4,2.20524E-05
Q0120,1,5.5131E-06
YGR197C,12,6.61573E-05
YOR110W,6,3.30786E-05
YMR200W,13,7.16704E-05
YAL001C,6,3.30786E-05
YLR001C,10,5.5131E-05
YDR420W,5,2.75655E-05
YBR195C,6,3.30786E-05
YKR043C,13,7.16704E-05
YDL124W,4,2.20524E-05
YMR171C,14,7.71835E-05
YCL048W,5,2.75655E-05
YPL072W,7,3.85917E-05
YNL032W,7,3.85917E-05
YML076C,9,4.96179E-05
YML125C,7,3.85917E-05
YIL053W,10,5.5131E-05
YBR125C,6,3.30786E-05
YLR006C,5,2.75655E-05
YOL051W,6,3.30786E-05
YMR101C,7,3.85917E-05
YMR275C,4,2.20524E-05
YMR115W,4,2.20524E-05
YFR001W,10,5.5131E-05
YPR068C,4,2.20524E-05
YNL005C,11,6.06442E-05
YHL019C,4,2.20524E-05
YMR091C,13,7.16704E-05
YLL012W,7,3.85917E-05
YPR155C,16,8.82097E-05
YBR049C,15,8.26966E-05
YDR051C,9,4.96179E-05
YIL073C,6,3.30786E-05
YPR084W,3,1.65393E-05
YLR071C,13,7.16704E-05
YML048W,5,2.75655E-05
YJL174W,6,3.30786E-05
YML002W,7,3.85917E-05
YDL175C,8,4.41048E-05
YCR079W,8,4.41048E-05
YDR132C,9,4.96179E-05
YLR425W,5,2.75655E-05
YHL029C,5,2.75655E-05
YHR124W,7,3.85917E-05
YPL026C,4,2.20524E-05
YCR035C,8,4.41048E-05
YDR479C,8,4.41048E-05
YOR017W,9,4.96179E-05
YGR134W,4,2.20524E-05
YHR150W,5,2.75655E-05
YER064C,1,5.5131E-06
YML052W,2,1.10262E-05
YFR016C,4,2.20524E-05
YJR101W,7,3.85917E-05
YOR338W,5,2.75655E-05
YDL127W,9,4.96179E-05
YDL133W,9,4.96179E-05
YJL113W,5,2.75655E-05
YCL019W,4,2.20524E-05
YDR348C,11,6.06442E-05
YBR216C,4,2.20524E-05
YBR238C,4,2.20524E-05
YNL134C,9,4.96179E-05
YPR030W,2,1.10262E-05
YDR216W,4,2.20524E-05
YDL113C,11,6.06442E-05
YKL116C,9,4.96179E-05
YPL256C,3,1.65393E-05
YNL002C,4,2.20524E-05
YHR049W,11,6.06442E-05
YNL246W,19,0.000104749
YNL294C,7,3.85917E-05
YLR177W,9,4.96179E-05
YLR390W-A,5,2.75655E-05
YDR175C,11,6.06442E-05
YLR182W,7,3.85917E-05
YML017W,5,2.75655E-05
YKR071C,33,0.000181932
YDR296W,5,2.75655E-05
YMR228W,14,7.71835E-05
YOR319W,40,0.000220524
YOR373W,9,4.96179E-05
YBR288C,7,3.85917E-05
YBR280C,13,7.16704E-05
YHR043C,4,2.20524E-05
YDR405W,13,7.16704E-05
YBR275C,5,2.75655E-05
YDR425W,6,3.30786E-05
YDL107W,5,2.75655E-05
YNR057C,6,3.30786E-05
YNL234W,3,1.65393E-05
YMR188C,8,4.41048E-05
YDR314C,3,1.65393E-05
YAL013W,5,2.75655E-05
YNL306W,10,5.5131E-05
YOR355W,4,2.20524E-05
YDL222C,4,2.20524E-05
YLR033W,5,2.75655E-05
YKL185W,5,2.75655E-05
YPL107W,8,4.41048E-05
YDR125C,6,3.30786E-05
YPL112C,3,1.65393E-05
YAL040C,6,3.30786E-05
YPL173W,10,5.5131E-05
YER088C,4,2.20524E-05
YDL088C,3,1.65393E-05
YGR128C,5,2.75655E-05
YOR026W,4,2.20524E-05
YMR164C,4,2.20524E-05
YPL118W,7,3.85917E-05
YPL138C,8,4.41048E-05
YBL060W,6,3.30786E-05
YMR209C,10,5.5131E-05
YBR203W,4,2.20524E-05
YOR137C,5,2.75655E-05
YER161C,5,2.75655E-05
YFR045W,5,2.75655E-05
YLR154W-C,6,3.30786E-05
YLR443W,4,2.20524E-05
YDR347W,5,2.75655E-05
YAR014C,12,6.61573E-05
YIL169C,2,1.10262E-05
YJL110C,6,3.30786E-05
YBR255W,5,2.75655E-05
YGR268C,7,3.85917E-05
YGL093W,15,8.26966E-05
YJL178C,5,2.75655E-05
YCR020C,5,2.75655E-05
YGR174C,5,2.75655E-05
YCR095C,7,3.85917E-05
YOL070C,4,2.20524E-05
YGR150C,7,3.85917E-05
YML031W,6,3.30786E-05
YHR036W,15,8.26966E-05
YLL003W,5,2.75655E-05
YML046W,11,6.06442E-05
YJL148W,5,2.75655E-05
YDL115C,7,3.85917E-05
YDR462W,9,4.96179E-05
YER067W,2,1.10262E-05
YML091C,4,2.20524E-05
YDR202C,5,2.75655E-05
YMR156C,7,3.85917E-05
YER101C,8,4.41048E-05
YGR013W,8,4.41048E-05
YOL072W,7,3.85917E-05
YOL063C,5,2.75655E-05
YMR193W,14,7.71835E-05
YNL281W,4,2.20524E-05
YOL019W,12,6.61573E-05
YNL050C,4,2.20524E-05
YKL142W,5,2.75655E-05
YDL013W,4,2.20524E-05
YGR156W,4,2.20524E-05
YDR499W,4,2.20524E-05
YKL084W,6,3.30786E-05
YKL119C,4,2.20524E-05
YBR095C,9,4.96179E-05
YLR283W,10,5.5131E-05
YKL070W,8,4.41048E-05
YER045C,17,9.37228E-05
YDR295C,4,2.20524E-05
YOR174W,7,3.85917E-05
YMR258C,4,2.20524E-05
YMR098C,6,3.30786E-05
YLR218C,3,1.65393E-05
YER063W,9,4.96179E-05
YHR149C,1,5.5131E-06
YLL007C,4,2.20524E-05
YPL066W,4,2.20524E-05
YLR363C,3,1.65393E-05
YAR002W,6,3.30786E-05
YFL031W,5,2.75655E-05
YNL208W,2,1.10262E-05
YJL117W,4,2.20524E-05
YML043C,4,2.20524E-05
YBL014C,5,2.75655E-05
YPL194W,4,2.20524E-05
YIL154C,4,2.20524E-05
YBR282W,11,6.06442E-05
YLR287C,7,3.85917E-05
YOR129C,11,6.06442E-05
YDR089W,8,4.41048E-05
YOR320C,7,3.85917E-05
YDR459C,11,6.06442E-05
YML088W,6,3.30786E-05
YOR158W,6,3.30786E-05
YDL235C,10,5.5131E-05
YER077C,4,2.20524E-05
YGR198W,6,3.30786E-05
YGR247W,6,3.30786E-05
YHR146W,8,4.41048E-05
YDR085C,3,1.65393E-05
YAL014C,7,3.85917E-05
YKL057C,6,3.30786E-05
YLR221C,7,3.85917E-05
YGR117C,4,2.20524E-05
YLR456W,4,2.20524E-05
YFR013W,4,2.20524E-05
YER139C,11,6.06442E-05
YER124C,5,2.75655E-05
YCL005W-A,10,5.5131E-05
YGR166W,4,2.20524E-05
YMR312W,4,2.20524E-05
YMR086W,1,5.5131E-06
YHR101C,5,2.75655E-05
YDL012C,2,1.10262E-05
YHR116W,7,3.85917E-05
YPL233W,7,3.85917E-05
YDR162C,15,8.26966E-05
YJR067C,12,6.61573E-05
YDR363W,6,3.30786E-05
YLR440C,6,3.30786E-05
YAL059W,4,2.20524E-05
YMR294W,4,2.20524E-05
YFR011C,8,4.41048E-05
YBR120C,4,2.20524E-05
YMR282C,3,1.65393E-05
YDR207C,2,1.10262E-05
YPL269W,4,2.20524E-05
YKL138C,16,8.82097E-05
YNL042W,4,2.20524E-05
YBR167C,10,5.5131E-05
YLR094C,3,1.65393E-05
YLR421C,8,4.41048E-05
YMR044W,4,2.20524E-05
YBL059C-A,15,8.26966E-05
YLR394W,5,2.75655E-05
YOR298W,4,2.20524E-05
YKR004C,5,2.75655E-05
YCL027W,5,2.75655E-05
YOL110W,5,2.75655E-05
YNL156C,4,2.20524E-05
YHR081W,6,3.30786E-05
YKL090W,9,4.96179E-05
YGR044C,3,1.65393E-05
YGR177C,2,1.10262E-05
YNL260C,20,0.000110262
YHR109W,4,2.20524E-05
YIL156W-B,14,7.71835E-05
YJL131C,4,2.20524E-05
YOR276W,4,2.20524E-05
YDR179W-A,5,2.75655E-05
YCR015C,10,5.5131E-05
YBL028C,7,3.85917E-05
YKL186C,5,2.75655E-05
YLR110C,3,1.65393E-05
YBR185C,6,3.30786E-05
YGL140C,10,5.5131E-05
YLR292C,9,4.96179E-05
YDR525W-A,3,1.65393E-05
YPL011C,5,2.75655E-05
YHL034C,4,2.20524E-05
YHR041C,6,3.30786E-05
YKL108W,11,6.06442E-05
YDR318W,4,2.20524E-05
YER083C,5,2.75655E-05
YDR131C,4,2.20524E-05
YFR032C,5,2.75655E-05
YLR327C,4,2.20524E-05
YJL076W,3,1.65393E-05
YDL076C,3,1.65393E-05
YOR138C,5,2.75655E-05
YJR055W,19,0.000104749
YKL176C,4,2.20524E-05
YGL126W,3,1.65393E-05
YLR436C,4,2.20524E-05
YJR118C,7,3.85917E-05
YNL103W,4,2.20524E-05
YNL149C,7,3.85917E-05
YBR129C,5,2.75655E-05
YDR315C,7,3.85917E-05
YCL002C,4,2.20524E-05
YDL233W,6,3.30786E-05
YLR068W,5,2.75655E-05
YIL117C,2,1.10262E-05
YJL122W,4,2.20524E-05
YGL005C,4,2.20524E-05
YBR091C,4,2.20524E-05
YOR313C,4,2.20524E-05
YDL231C,10,5.5131E-05
YNL245C,6,3.30786E-05
YBR067C,1,5.5131E-06
YJL151C,2,1.10262E-05
YPL034W,3,1.65393E-05
YGL020C,9,4.96179E-05
YLL014W,8,4.41048E-05
YMR264W,4,2.20524E-05
YLR288C,4,2.20524E-05
YBR268W,12,6.61573E-05
YGR104C,7,3.85917E-05
YER128W,14,7.71835E-05
YDR320C-A,12,6.61573E-05
YBR272C,4,2.20524E-05
YDR512C,2,1.10262E-05
YHR182W,2,1.10262E-05
YJR080C,8,4.41048E-05
YNL173C,4,2.20524E-05
YJR003C,4,2.20524E-05
YHR140W,8,4.41048E-05
YMR039C,7,3.85917E-05
YLR363W-A,5,2.75655E-05
YGL071W,3,1.65393E-05
YLR224W,2,1.10262E-05
YOL077W-A,4,2.20524E-05
YNL258C,5,2.75655E-05
YDR482C,10,5.5131E-05
YOR030W,4,2.20524E-05
YDL173W,3,1.65393E-05
YEL001C,4,2.20524E-05
YJL062W-A,4,2.20524E-05
YPR010C-A,4,2.20524E-05
YAL031C,4,2.20524E-05
YIL087C,5,2.75655E-05
YPR063C,8,4.41048E-05
YLR141W,3,1.65393E-05
YER046W,3,1.65393E-05
YLR407W,3,1.65393E-05
YLR455W,8,4.41048E-05
YDR322C-A,13,7.16704E-05
YFR042W,3,1.65393E-05
YBR057C,5,2.75655E-05
YMR021C,8,4.41048E-05
YJL184W,4,2.20524E-05
YDR277C,3,1.65393E-05
YNL282W,4,2.20524E-05
YGL162W,3,1.65393E-05
YIL027C,7,3.85917E-05
YNL166C,3,1.65393E-05
YJR086W,11,6.06442E-05
YLR093C,12,6.61573E-05
YIR009W,18,9.92359E-05
YPL180W,7,3.85917E-05
YKL183W,4,2.20524E-05
YHR103W,4,2.20524E-05
YML066C,2,1.10262E-05
YDR016C,10,5.5131E-05
YBR162W-A,5,2.75655E-05
YDL157C,5,2.75655E-05
YNL211C,4,2.20524E-05
YER137C,3,1.65393E-05
YHR001W-A,5,2.75655E-05
YER109C,12,6.61573E-05
YJR115W,1,5.5131E-06
YKR083C,5,2.75655E-05
YJL066C,4,2.20524E-05
YFR043C,4,2.20524E-05
YGR212W,7,3.85917E-05
YDR288W,8,4.41048E-05
YKR100C,2,1.10262E-05
YBR005W,1,5.5131E-06
YLR395C,5,2.75655E-05
YLR021W,4,2.20524E-05
YNL164C,4,2.20524E-05
YDR357C,4,2.20524E-05
YBL090W,2,1.10262E-05
YER150W,3,1.65393E-05
YOR305W,8,4.41048E-05
YOR220W,3,1.65393E-05
YDR163W,13,7.16704E-05
YPR017C,5,2.75655E-05
YGL079W,5,2.75655E-05
YMR059W,8,4.41048E-05
YCR086W,4,2.20524E-05
YEL072W,2,1.10262E-05
YAL008W,4,2.20524E-05
YHR060W,9,4.96179E-05
YHR017W,4,2.20524E-05
YNR040W,4,2.20524E-05
YKL137W,6,3.30786E-05
YLR392C,4,2.20524E-05
YHR105W,4,2.20524E-05
YPR085C,9,4.96179E-05
YLR135W,4,2.20524E-05
YDR201W,5,2.75655E-05
YHR083W,5,2.75655E-05
YIL139C,4,2.20524E-05
YJL205C,4,2.20524E-05
YCL044C,4,2.20524E-05
YBR036C,2,1.10262E-05
YOR148C,6,3.30786E-05
YOR045W,4,2.20524E-05
YMR157C,5,2.75655E-05
YHR118C,4,2.20524E-05
YMR112C,3,1.65393E-05
YER071C,5,2.75655E-05
YPL047W,7,3.85917E-05
YKL167C,8,4.41048E-05
YBL029C-A,8,4.41048E-05
YDL181W,10,5.5131E-05
YGR102C,3,1.65393E-05
Q0080,2,1.10262E-05
YNL038W,4,2.20524E-05
YBR197C,2,1.10262E-05
YPL189C-A,2,1.10262E-05
YJL127C-B,3,1.65393E-05
YIL009C-A,4,2.20524E-05
YMR087W,5,2.75655E-05
YLR437C,3,1.65393E-05
YEL059C-A,3,1.65393E-05
YMR207C,2,1.10262E-05
YLL024C,9,4.96179E-05
YKL161C,1,5.5131E-06
YHR057C,5,2.75655E-05
YPR120C,8,4.41048E-05
YAR002C-A,15,8.26966E-05
YJR151C,4,2.20524E-05
YPR042C,7,3.85917E-05
YIL036W,5,2.75655E-05
YKL065C,4,2.20524E-05
YAL029C,10,5.5131E-05
YKR003W,13,7.16704E-05
YCR091W,10,5.5131E-05
YGR256W,6,3.30786E-05
YMR104C,4,2.20524E-05
YOR267C,4,2.20524E-05
YEL065W,3,1.65393E-05
YPR161C,6,3.30786E-05
YHR080C,3,1.65393E-05
YIL038C,10,5.5131E-05
YGL229C,1,5.5131E-06
YOR092W,6,3.30786E-05
YDR399W,4,2.20524E-05
YKL171W,7,3.85917E-05
YAL053W,8,4.41048E-05
YDR192C,8,4.41048E-05
YGR004W,3,1.65393E-05
YFR022W,3,1.65393E-05
YDR247W,2,1.10262E-05
YDR229W,10,5.5131E-05
YCR102C,3,1.65393E-05
YOR389W,7,3.85917E-05
YPL277C,2,1.10262E-05
YHR209W,18,9.92359E-05
YGL247W,4,2.20524E-05
YDR422C,3,1.65393E-05
YDL109C,5,2.75655E-05
YPL279C,8,4.41048E-05
YLR095C,4,2.20524E-05
YPR072W,12,6.61573E-05
YNL213C,5,2.75655E-05
YKL107W,9,4.96179E-05
YKL055C,9,4.96179E-05
YDL092W,6,3.30786E-05
YMR180C,3,1.65393E-05
YNL122C,5,2.75655E-05
YDL130W-A,4,2.20524E-05
YKL166C,4,2.20524E-05
YKL121W,9,4.96179E-05
YGR121C,13,7.16704E-05
YOR109W,9,4.96179E-05
YOR191W,6,3.30786E-05
YDL177C,6,3.30786E-05
YGR136W,13,7.16704E-05
YPL058C,4,2.20524E-05
YDR011W,6,3.30786E-05
YLL015W,6,3.30786E-05
YDR040C,2,1.10262E-05
YLR258W,2,1.10262E-05
YMR054W,4,2.20524E-05
YLR256W,2,1.10262E-05
YJL045W,13,7.16704E-05
YGL151W,3,1.65393E-05
YPL221W,5,2.75655E-05
YGR199W,2,1.10262E-05
YDR345C,2,1.10262E-05
YGR143W,4,2.20524E-05
YOL020W,5,2.75655E-05
YDR107C,3,1.65393E-05
YGR065C,3,1.65393E-05
YKR039W,4,2.20524E-05
YOR227W,4,2.20524E-05
YHL040C,4,2.20524E-05
YKR067W,7,3.85917E-05
YBL042C,2,1.10262E-05
YBR068C,3,1.65393E-05
YER129W,17,9.37228E-05
YNL183C,7,3.85917E-05
YLR237W,2,1.10262E-05
YOR374W,4,2.20524E-05
YDR326C,10,5.5131E-05
YIL130W,6,3.30786E-05
YLR369W,2,1.10262E-05
YKL038W,3,1.65393E-05
YOR348C,7,3.85917E-05
YDL138W,4,2.20524E-05
YER073W,4,2.20524E-05
YMR006C,5,2.75655E-05
YDL080C,1,5.5131E-06
YML120C,5,2.75655E-05
YDR444W,4,2.20524E-05
YPL061W,2,1.10262E-05
YHR030C,11,6.06442E-05
YOL089C,5,2.75655E-05
YNL311C,3,1.65393E-05
YNL216W,5,2.75655E-05
YJL149W,2,1.10262E-05
YDR380W,2,1.10262E-05
YPL075W,2,1.10262E-05
YDL227C,1,5.5131E-06
YML116W,2,1.10262E-05
YDR261C,3,1.65393E-05
YAR018C,4,2.20524E-05
YMR279C,4,2.20524E-05
YMR170C,3,1.65393E-05
YMR215W,3,1.65393E-05
YKL187C,2,1.10262E-05
YPL141C,6,3.30786E-05
YPR122W,5,2.75655E-05
YLL043W,8,4.41048E-05
YER123W,2,1.10262E-05
YDR387C,3,1.65393E-05
YNL278W,3,1.65393E-05
YPR001W,2,1.10262E-05
YPL245W,3,1.65393E-05
YJL081C,2,1.10262E-05
YKL072W,8,4.41048E-05
YJR061W,1,5.5131E-06
YJR076C,2,1.10262E-05
YMR160W,2,1.10262E-05
YBR028C,2,1.10262E-05
YML082W,1,5.5131E-06
YNL307C,2,1.10262E-05
YLR085C,3,1.65393E-05
YLR343W,2,1.10262E-05
YBL016W,2,1.10262E-05
YOR230W,1,5.5131E-06
YOR172W,2,1.10262E-05
YGR237C,3,1.65393E-05
YLR413W,1,5.5131E-06
YOR099W,2,1.10262E-05
YDL225W,2,1.10262E-05
YBR225W,2,1.10262E-05
YJR046W,3,1.65393E-05
YMR168C,3,1.65393E-05
YBR239C,4,2.20524E-05
YGR130C,2,1.10262E-05
YBR205W,3,1.65393E-05
YMR291W,2,1.10262E-05
YKL075C,2,1.10262E-05
YOR229W,2,1.10262E-05
YDR506C,4,2.20524E-05
YKR008W,4,2.20524E-05
YGR140W,2,1.10262E-05
YDR464W,4,2.20524E-05
YJL206C,3,1.65393E-05
YLR223C,2,1.10262E-05
YOR329C,4,2.20524E-05
YKR061W,2,1.10262E-05
YHR046C,10,5.5131E-05
YPR054W,2,1.10262E-05
YBR212W,9,4.96179E-05
YOR351C,4,2.20524E-05
YPL272C,1,5.5131E-06
YLR320W,2,1.10262E-05
YPR034W,2,1.10262E-05
YMR173W,3,1.65393E-05
YJL019W,3,1.65393E-05
YBR044C,2,1.10262E-05
YGR196C,3,1.65393E-05
YMR214W,3,1.65393E-05
YFL049W,4,2.20524E-05
YNL264C,7,3.85917E-05
YDR153C,2,1.10262E-05
YKR064W,2,1.10262E-05
YLR054C,2,1.10262E-05
YDR303C,1,5.5131E-06
YJL089W,3,1.65393E-05
YGR180C,1,5.5131E-06
YAL011W,7,3.85917E-05
YPL113C,4,2.20524E-05
YPL208W,11,6.06442E-05
YDL025C,4,2.20524E-05
YGL160W,5,2.75655E-05
YJL186W,5,2.75655E-05
YBR104W,1,5.5131E-06
YPR070W,2,1.10262E-05
YCR010C,8,4.41048E-05
YOL126C,4,2.20524E-05
YLR108C,4,2.20524E-05
YMR124W,3,1.65393E-05
YHR086W,13,7.16704E-05
YLR226W,2,1.10262E-05
YNL077W,2,1.10262E-05
YCR021C,2,1.10262E-05
YNL199C,2,1.10262E-05
YFR023W,2,1.10262E-05
YPL007C,3,1.65393E-05
YOR130C,6,3.30786E-05
YGR169C,5,2.75655E-05
YER147C,2,1.10262E-05
YCR067C,4,2.20524E-05
YDR033W,3,1.65393E-05
YDL021W,1,5.5131E-06
YDR186C,2,1.10262E-05
YIL041W,2,1.10262E-05
YDR349C,1,5.5131E-06
YMR066W,2,1.10262E-05
YOR147W,3,1.65393E-05
YNL099C,4,2.20524E-05
YDL073W,3,1.65393E-05
YHR196W,3,1.65393E-05
YER033C,2,1.10262E-05
YLR035C,3,1.65393E-05
YDL180W,2,1.10262E-05
YDR171W,3,1.65393E-05
YDR138W,2,1.10262E-05
YLR146C,7,3.85917E-05
YBR131W,3,1.65393E-05
YNL080C,6,3.30786E-05
YML006C,1,5.5131E-06
YKL048C,2,1.10262E-05
YPL005W,2,1.10262E-05
YFL040W,1,5.5131E-06
YCR106W,2,1.10262E-05
YNL165W,1,5.5131E-06
YJR004C,3,1.65393E-05
YPL158C,2,1.10262E-05
YOR023C,4,2.20524E-05
YML007W,8,4.41048E-05
YNL076W,2,1.10262E-05
YML023C,2,1.10262E-05
YOL053W,2,1.10262E-05
YOR089C,1,5.5131E-06
YDL176W,2,1.10262E-05
YPR124W,4,2.20524E-05
YDR239C,2,1.10262E-05
YGL082W,6,3.30786E-05
YML029W,2,1.10262E-05
YLR072W,7,3.85917E-05
YDR384C,2,1.10262E-05
YML078W,3,1.65393E-05
YLR423C,9,4.96179E-05
YMR257C,3,1.65393E-05
YIL134W,6,3.30786E-05
YMR222C,9,4.96179E-05
YHR131C,3,1.65393E-05
YNL327W,2,1.10262E-05
YMR094W,2,1.10262E-05
YMR134W,2,1.10262E-05
YDR067C,5,2.75655E-05
YMR270C,3,1.65393E-05
YGR026W,3,1.65393E-05
YNL090W,2,1.10262E-05
YKR055W,2,1.10262E-05
YPR148C,2,1.10262E-05
YDR350C,2,1.10262E-05
YJL146W,2,1.10262E-05
YGR015C,4,2.20524E-05
YOL116W,2,1.10262E-05
YDR463W,5,2.75655E-05
YOL136C,3,1.65393E-05
YGR052W,2,1.10262E-05
YJL103C,3,1.65393E-05
YLR332W,2,1.10262E-05
YER149C,3,1.65393E-05
YDR103W,3,1.65393E-05
YPL161C,2,1.10262E-05
YPR079W,10,5.5131E-05
YOR066W,1,5.5131E-06
YMR268C,4,2.20524E-05
YLR090W,2,1.10262E-05
YIL055C,1,5.5131E-06
YGL228W,3,1.65393E-05
YPR083W,3,1.65393E-05
YGL113W,3,1.65393E-05
YLR267W,1,5.5131E-06
YLR446W,2,1.10262E-05
YER167W,2,1.10262E-05
YGR023W,1,5.5131E-06
YNL180C,2,1.10262E-05
YDR195W,2,1.10262E-05
YER032W,2,1.10262E-05
YLR301W,2,1.10262E-05
YOL001W,3,1.65393E-05
YBL093C,3,1.65393E-05
YDR285W,5,2.75655E-05
YLR381W,4,2.20524E-05
YJR136C,2,1.10262E-05
YNL304W,2,1.10262E-05
YOR016C,8,4.41048E-05
YLR190W,1,5.5131E-06
YGR068C,2,1.10262E-05
YAL018C,4,2.20524E-05
YJR043C,2,1.10262E-05
YJL051W,2,1.10262E-05
YBR201W,8,4.41048E-05
YDR110W,5,2.75655E-05
YNL056W,4,2.20524E-05
YIL136W,2,1.10262E-05
YMR172W,3,1.65393E-05
YIL101C,3,1.65393E-05
YHR159W,2,1.10262E-05
YFL029C,5,2.75655E-05
YLR049C,1,5.5131E-06
YOR266W,2,1.10262E-05
YIL077C,3,1.65393E-05
YJL192C,2,1.10262E-05
YPR152C,7,3.85917E-05
YDR240C,2,1.10262E-05
YNL295W,2,1.10262E-05
YGR075C,2,1.10262E-05
YBR076W,1,5.5131E-06
YDR369C,2,1.10262E-05
YDR391C,4,2.20524E-05
YBR138C,3,1.65393E-05
YDL018C,3,1.65393E-05
YPL219W,2,1.10262E-05
YDL005C,2,1.10262E-05
YPL253C,1,5.5131E-06
YKL130C,2,1.10262E-05
YIL056W,4,2.20524E-05
YDR370C,2,1.10262E-05
YKR046C,2,1.10262E-05
YDR181C,2,1.10262E-05
YAL028W,2,1.10262E-05
YNL008C,6,3.30786E-05
YDL044C,2,1.10262E-05
YIL071C,3,1.65393E-05
YMR298W,2,1.10262E-05
YJL209W,1,5.5131E-06
YKL195W,7,3.85917E-05
YIL146C,2,1.10262E-05
YLR219W,2,1.10262E-05
YIR010W,3,1.65393E-05
YNR045W,2,1.10262E-05
YOR354C,2,1.10262E-05
YKL096W,3,1.65393E-05
YGR084C,2,1.10262E-05
YDR065W,2,1.10262E-05
YCL028W,1,5.5131E-06
YPL193W,2,1.10262E-05
YPL024W,5,2.75655E-05
YDR118W,2,1.10262E-05
YML050W,5,2.75655E-05
YMR138W,2,1.10262E-05
YLR199C,2,1.10262E-05
YDR279W,3,1.65393E-05
YPL014W,2,1.10262E-05
YOL007C,1,5.5131E-06
YML062C,2,1.10262E-05
YNL190W,4,2.20524E-05
YPR106W,1,5.5131E-06
YBL010C,3,1.65393E-05
YDL099W,2,1.10262E-05
YPL202C,1,5.5131E-06
YOR372C,2,1.10262E-05
YHR167W,2,1.10262E-05
YGR120C,2,1.10262E-05
YML112W,3,1.65393E-05
YGR126W,2,1.10262E-05
YDR076W,2,1.10262E-05
YGR077C,2,1.10262E-05
YLR139C,4,2.20524E-05
YKR037C,3,1.65393E-05
YCL063W,2,1.10262E-05
YGL134W,4,2.20524E-05
YBR211C,2,1.10262E-05
YLR064W,4,2.20524E-05
YAL047C,3,1.65393E-05
YOR279C,2,1.10262E-05
YIL127C,3,1.65393E-05
YHR143W,2,1.10262E-05
YOR344C,4,2.20524E-05
YLR360W,2,1.10262E-05
YPR057W,2,1.10262E-05
YGR179C,2,1.10262E-05
YDR317W,2,1.10262E-05
YOL067C,2,1.10262E-05
YNL309W,2,1.10262E-05
YPL255W,2,1.10262E-05
YNL322C,2,1.10262E-05
YOR264W,2,1.10262E-05
YDR524C,2,1.10262E-05
YMR163C,2,1.10262E-05
YLR431C,2,1.10262E-05
YPR109W,3,1.65393E-05
YMR187C,2,1.10262E-05
YJL147C,2,1.10262E-05
YDR219C,2,1.10262E-05
YJL047C,2,1.10262E-05
YGL025C,1,5.5131E-06
YBR128C,2,1.10262E-05
YPR164W,1,5.5131E-06
YJL044C,10,5.5131E-05
YMR232W,4,2.20524E-05
YGL036W,2,1.10262E-05
YOL025W,1,5.5131E-06
YHL038C,1,5.5131E-06
YKL098W,3,1.65393E-05
YHL026C,3,1.65393E-05
YPR171W,2,1.10262E-05
YGR081C,4,2.20524E-05
YOR104W,6,3.30786E-05
YLR079W,2,1.10262E-05
YML011C,3,1.65393E-05
YLR257W,2,1.10262E-05
YOR140W,7,3.85917E-05
YHR035W,3,1.65393E-05
YBL029W,2,1.10262E-05
YHR184W,2,1.10262E-05
YBR204C,3,1.65393E-05
YDR003W,4,2.20524E-05
YGL250W,3,1.65393E-05
YEL017W,2,1.10262E-05
YDL218W,2,1.10262E-05
YOR098C,3,1.65393E-05
YLR404W,2,1.10262E-05
YBR255C-A,3,1.65393E-05
YBR108W,3,1.65393E-05
YAL027W,2,1.10262E-05
YOR060C,2,1.10262E-05
YDL220C,2,1.10262E-05
YDR078C,2,1.10262E-05
YPL108W,3,1.65393E-05
YJL173C,2,1.10262E-05
YFR039C,1,5.5131E-06
YGL175C,4,2.20524E-05
YKR102W,1,5.5131E-06
YKR006C,4,2.20524E-05
YMR052W,2,1.10262E-05
YOR213C,1,5.5131E-06
YOL117W,2,1.10262E-05
YOR242C,4,2.20524E-05
YLR052W,2,1.10262E-05
YDR309C,1,5.5131E-06
YJR150C,1,5.5131E-06
YMR144W,2,1.10262E-05
YPL039W,2,1.10262E-05
YHR127W,2,1.10262E-05
YJL023C,2,1.10262E-05
YLR263W,2,1.10262E-05
YBR047W,2,1.10262E-05
YNL159C,2,1.10262E-05
YKL159C,2,1.10262E-05
YGR067C,2,1.10262E-05
YKL204W,2,1.10262E-05
YMR204C,2,1.10262E-05
YDL139C,2,1.10262E-05
YNL254C,2,1.10262E-05
YMR064W,2,1.10262E-05
YPL018W,1,5.5131E-06
YER038C,2,1.10262E-05
YMR198W,1,5.5131E-06
YBL025W,3,1.65393E-05
YPL166W,2,1.10262E-05
YPR075C,5,2.75655E-05
YGR251W,3,1.65393E-05
YPL159C,2,1.10262E-05
YLR457C,2,1.10262E-05
YDR437W,8,4.41048E-05
YGR016W,3,1.65393E-05
YGR222W,3,1.65393E-05
YML037C,1,5.5131E-06
YDR227W,1,5.5131E-06
YOR255W,2,1.10262E-05
YFR008W,2,1.10262E-05
YGL166W,3,1.65393E-05
YPR188C,3,1.65393E-05
YDR532C,2,1.10262E-05
YBR165W,2,1.10262E-05
YDR383C,1,5.5131E-06
YLR364W,3,1.65393E-05
YDR381C-A,2,1.10262E-05
YPL187W,2,1.10262E-05
YGL061C,2,1.10262E-05
YDL110C,3,1.65393E-05
YNR049C,2,1.10262E-05
